Species,Block,Latitude,Longitude,WnvPresent,Month,Day,Tmax,Tmin,Tavg,DewPoint,WetBulb,PrecipTotal,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Tavg_lag7,DewPoint_lag7,WetBulb_lag7,PrecipTotal_lag7,SeaLevel_lag7,Tavg_lag14,DewPoint_lag14,WetBulb_lag14,PrecipTotal_lag14,SeaLevel_lag14,Tavg_lag21,DewPoint_lag21,WetBulb_lag21,PrecipTotal_lag21,SeaLevel_lag21,Tavg_lag28,DewPoint_lag28,WetBulb_lag28,PrecipTotal_lag28,SeaLevel_lag28,Tavg_lag35,DewPoint_lag35,WetBulb_lag35,PrecipTotal_lag35,SeaLevel_lag35
PIPIENS/RESTUANS,37,41.948167,-87.730698,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,37,41.948167,-87.730698,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,37,41.948167,-87.730698,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,46,41.964242,-87.757639,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,60,41.990284,-87.797127,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,60,41.990284,-87.797127,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,70,42.008314,-87.777921,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,70,42.008314,-87.777921,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,70,42.008314,-87.777921,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,70,42.008314,-87.777921,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,70,42.008314,-87.777921,1,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,70,42.008314,-87.777921,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,61,41.991429,-87.747113,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,61,41.991429,-87.747113,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,61,41.991429,-87.747113,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,61,41.991429,-87.747113,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,27,41.843811,-87.686763,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,68,41.921177,-87.79518,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,68,41.921177,-87.79518,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,30,41.857402,-87.694991,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,30,41.857402,-87.694991,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,11,41.868142,-87.696269,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,11,41.868142,-87.696269,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,11,41.868142,-87.696269,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,10,41.721474,-87.648064,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,10,41.721474,-87.648064,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,10,41.721474,-87.648064,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,10,41.869107,-87.696293,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,10,41.869107,-87.696293,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,10,41.869107,-87.696293,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,96,41.719059,-87.675088,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,96,41.719059,-87.675088,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,96,41.719059,-87.675088,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,18,41.966987,-87.674677,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,61,41.923738,-87.785288,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,64,41.970248,-87.787992,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,64,41.970248,-87.787992,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,64,41.970248,-87.787992,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,10,41.89923,-87.716788,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,33,41.94016,-87.794896,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,33,41.94016,-87.794896,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,33,41.94016,-87.794896,1,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,11,41.903002,-87.688267,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,11,41.903002,-87.688267,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,11,41.903002,-87.688267,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,30,41.836644,-87.677737,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,30,41.836644,-87.677737,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,42,41.837085,-87.729384,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,42,41.837085,-87.729384,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,22,41.801179,-87.679447,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,22,41.801179,-87.679447,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,22,41.801179,-87.679447,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,22,41.801179,-87.679447,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,35,41.800737,-87.71188,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,35,41.800737,-87.71188,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,35,41.800737,-87.71188,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,52,41.778297,-87.752411,1,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,52,41.778297,-87.752411,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,52,41.778297,-87.752411,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,52,41.778297,-87.752411,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,52,41.778297,-87.752411,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,67,41.77166,-87.703047,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,67,41.77166,-87.703047,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,67,41.77166,-87.703047,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,67,41.77166,-87.703047,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,67,41.77166,-87.703047,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,73,41.759346,-87.745602,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,73,41.759346,-87.745602,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS/RESTUANS,73,41.759346,-87.745602,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
RESTUANS,73,41.759346,-87.745602,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,73,41.759346,-87.745602,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
PIPIENS,73,41.759346,-87.745602,0,8,1,91.5,69.0,80.5,62.5,69.5,0.0,29.990000000000002,2.8,11.0,3.9,77.5,60.5,66.5,0.0,29.994999999999997,77.0,68.5,71.0,1.235,29.835,70.0,51.0,59.0,0.0,29.925,76.5,65.0,69.0,0.41000000000000003,29.89,80.5,69.5,72.0,0.25,30.009999999999998
