Date,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2008-05-26,1,81,47,64, 2,60,64,1,0,1915,1915,TSRA RA BR,0,M,0.0,0.48,29.11,29.81,6.2,25,11.8
2008-05-27,1,50,42,46,-16,35,42,19,0,1916,1916, ,0,M,0.0,0.00,29.5,30.19,19.2,3,19.3
2008-05-28,1,62,43,53,-10,32,43,12,0,1916,1916, ,0,M,0.0,0.00,29.6,30.34,8.2,6,8.7
2008-05-29,1,67,42,55,-9,37,47,10,0,1917,1917,RA,0,M,0.0,0.01,29.39,30.16,3.5,11,4.2
2008-05-30,1,77,55,66, 2,59,62,0,1,1918,1918,TSRA RA BR,0,M,0.0,0.40,29.03,29.79,8.4,21,10.4
2008-05-31,1,79,59,69, 5,56,62,0,4,1919,1919, ,0,M,0.0,0.00,29.1,29.8,10.8,28,11.9
2008-06-01,1,74,53,64, 0,47,55,1,0,1920,1920, ,0,M,0.0,0.00,29.23,29.95,4.6,10,5.4
2008-06-02,1,86,56,71, 7,52,60,0,6,1920,1920,RA,0,M,0.0,  T,29.16,29.89,1.9,8,4.8
2008-06-03,1,69,55,62,-2,55,57,3,0,1921,1921,TSRA RA FG+ FG BR,0,M,0.0,0.52,28.97,29.69,7.3,4,9.2
2008-06-04,1,78,54,66, 2,59,61,0,1,1922,1922,TSRA DZ FG+ FG BR HZ,0,M,0.0,  T,28.9,29.62,4.5,4,5.2
2008-06-05,1,87,60,74, 9,68,71,0,9,1923,1923,TSRA BR,0,M,0.0,0.64,29.0,29.7,11.5,20,14.0
2008-06-06,1,87,73,80,14,68,72,0,15,1923,1923,RA,0,M,0.0,  T,29.07,29.76,21.1,20,21.5
2008-06-07,1,85,69,77,11,71,73,0,12,1924,1924,TS RA BR,0,M,0.0,0.11,29.16,29.86,12.5,19,13.2
2008-06-08,1,85,64,75, 9,68,70,0,10,1925,1925,TS TSRA RA,0,M,0.0,1.24,29.11,29.81,6.5,18,12.2
2008-06-09,1,74,65,70, 4,64,66,0,5,1925,1925,RA BR,0,M,0.0,0.14,29.1,29.82,6.3,22,7.7
2008-06-10,1,79,59,69, 2,56,61,0,4,1926,1926,RA,0,M,0.0,  T,29.18,29.89,8.8,25,9.6
2008-06-11,1,86,61,74, 7,56,64,0,9,1926,1926, ,0,M,0.0,0.00,29.28,29.99,8.9,18,10.0
2008-06-12,1,91,73,82,14,63,69,0,17,1927,1927, ,0,M,0.0,0.00,29.2,29.9,16.1,18,16.3
2008-06-13,1,82,65,74, 6,62,66,0,9,1927,1927,TSRA RA BR,0,M,0.0,0.39,29.21,29.92,8.9,22,9.9
2008-06-14,1,84,59,72, 4,53,61,0,7,1928,1928, ,0,M,0.0,0.00,29.23,29.94,8.3,24,8.8
2008-06-15,1,81,61,71, 3,60,64,0,6,1928,1928,RA,0,M,0.0,0.18,29.15,29.84,8.1,24,9.8
2008-06-16,1,72,59,66,-3,49,57,0,1,1929,1929, ,0,M,0.0,0.00,29.2,29.91,10.7,31,11.2
2008-06-17,1,76,55,66,-3,46,55,0,1,1929,1929, ,0,M,0.0,0.00,29.26,29.97,10.7,30,11.2
2008-06-18,1,77,56,67,-3,48,56,0,2,1929,1929, ,0,M,0.0,0.00,29.21,29.92,4.8,3,7.3
2008-06-19,1,81,52,67,-3,46,56,0,2,1930,1930, ,0,M,0.0,0.00,29.21,29.93,1.8,25,5.1
2008-06-20,1,82,58,70, 0,53,60,0,5,1930,1930,TSRA RA,0,M,0.0,0.09,29.25,29.96,6.7,22,7.9
2008-06-21,1,82,61,72, 2,52,61,0,7,1930,1930, ,0,M,0.0,0.01,29.24,29.95,7.1,29,7.8
2008-06-22,1,82,57,70, 0,52,59,0,5,1931,1931,TS TSRA,0,M,0.0,0.16,29.18,29.89,2.9,31,5.1
2008-06-23,1,77,56,67,-3,54,59,0,2,1931,1931, ,0,M,0.0,0.00,29.33,30.04,3.9,4,6.4
2008-06-24,1,82,55,69,-2,53,60,0,4,1931,1931, ,0,M,0.0,0.00,29.44,30.15,5.1,18,5.8
2008-06-25,1,79,66,73, 2,64,67,0,8,1931,1931,RA,0,M,0.0,0.08,29.28,29.99,8.0,22,9.3
2008-06-26,1,86,70,78, 7,66,70,0,13,1931,1931,BR,0,M,0.0,0.00,29.15,29.86,6.3,26,7.3
2008-06-27,1,84,66,75, 4,67,70,0,10,1931,1931,RA,0,M,0.0,  T,29.05,29.76,6.7,22,7.4
2008-06-28,1,83,64,74, 3,55,63,0,9,1931,1931,TSRA HZ,0,M,0.0,0.04,28.98,29.69,12.1,25,13.2
2008-06-29,1,75,60,68,-3,58,61,0,3,1931,1931,RA BR,0,M,0.0,0.58,29.08,29.77,7.3,31,9.7
2008-06-30,1,80,59,70,-2,50,58,0,5,1931,1931, ,0,M,0.0,0.00,29.28,29.98,6.0,34,9.6
2008-07-01,1,83,58,71,-1,51,60,0,6,1931,1931, ,0,M,0.0,0.00,29.24,29.97,8.1,24,8.0
2008-07-02,1,87,63,75, 3,62,66,0,10,1931,1931,TS RA BR,0,M,0.0,0.20,29.09,29.79,8.7,23,13.2
2008-07-03,1,71,55,63,-9,51,57,2,0,1931,1931, ,0,M,0.0,  T,29.34,30.04,11.6,3,12.0
2008-07-04,1,76,52,64,-8,50,57,1,0,1930,1930, ,0,M,0.0,0.00,29.35,30.06,6.0,5,6.6
2008-07-05,1,80,54,67,-5,52,59,0,2,1930,1930, ,0,M,0.0,0.00,29.31,30.03,4.6,7,7.0
2008-07-06,1,87,59,73, 1,57,65,0,8,1930,1930, ,0,M,0.0,0.00,29.21,29.94,9.3,19,9.4
2008-07-07,1,87,71,79, 7,67,71,0,14,1930,1930,TSRA RA,0,M,0.0,0.03,29.16,29.87,10.9,22,11.9
2008-07-08,1,85,70,78, 5,67,71,0,13,1929,1929, ,0,M,0.0,0.03,29.1,29.81,7.8,26,9.1
2008-07-09,1,85,67,76, 3,55,63,0,11,1929,1929, ,0,M,0.0,  T,29.26,29.95,9.5,31,10.3
2008-07-10,1,82,64,73, 0,63,66,0,8,1929,1929,TSRA RA BR,0,M,0.0,0.72,29.26,29.99,8.5,23,9.2
2008-07-11,1,88,64,76, 3,65,69,0,11,1928,1928,TSRA RA BR,0,M,0.0,0.34,29.23,29.97,5.2,20,8.4
2008-07-12,1,81,65,73, 0,63,66,0,8,1928,1928,TS TSRA RA BR,0,M,0.0,0.73,29.19,29.89,7.7,26,10.3
2008-07-13,1,79,62,71,-2,54,61,0,6,1927,1927, ,0,M,0.0,0.00,29.12,29.84,12.1,27,12.4
2008-07-14,1,84,62,73, 0,54,62,0,8,1927,1927, ,0,M,0.0,0.00,29.22,29.92,4.5,29,7.8
2008-07-15,1,90,61,76, 2,62,68,0,11,1926,1926, ,0,M,0.0,0.00,29.3,30.0,6.8,23,7.4
2008-07-16,1,90,71,81, 7,66,70,0,16,1925,1925, ,0,M,0.0,0.00,29.39,30.09,5.0,23,7.2
2008-07-17,1,89,71,80, 6,66,71,0,15,1925,1925, ,0,M,0.0,0.00,29.33,30.05,8.6,22,9.0
2008-07-18,1,86,74,80, 6,68,72,0,15,1924,1924,RA,0,M,0.0,0.04,29.24,29.95,2.6,22,5.4
2008-07-19,1,78,67,73,-1,68,69,0,8,1923,1923,RA BR VCTS,0,M,0.0,1.61,29.19,29.91,2.0,33,5.8
2008-07-20,1,86,68,77, 3,68,71,0,12,1923,1923,TSRA,0,M,0.0,0.74,29.2,29.91,4.5,25,5.7
2008-07-21,1,83,68,76, 2,65,68,0,11,1922,1922,TSRA RA,0,M,0.0,0.13,29.21,29.92,3.3,3,7.4
2008-07-22,1,77,63,70,-4,59,64,0,5,1921,1921, ,0,M,0.0,  T,29.31,30.0,8.2,3,8.7
2008-07-23,1,81,60,71,-3,52,60,0,6,1920,1920, ,0,M,0.0,0.00,29.39,30.1,7.6,2,8.5
2008-07-24,1,82,59,71,-3,53,61,0,6,1919,1919, ,0,M,0.0,0.00,29.33,30.05,3.9,24,4.4
2008-07-25,1,82,61,72,-2,63,67,0,7,1918,1918, ,0,M,0.0,0.00,29.26,29.99,5.5,23,6.9
2008-07-26,1,84,65,75, 1,58,65,0,10,1918,1918,BR,0,M,0.0,0.00,29.22,29.94,8.5,31,9.1
2008-07-27,1,83,62,73,-1,58,64,0,8,1917,1917, ,0,M,0.0,0.00,29.16,29.89,5.9,24,6.7
2008-07-28,1,85,66,76, 2,63,67,0,11,1916,1916, ,0,M,0.0,0.00,29.16,29.87,4.0,7,6.1
2008-07-29,1,88,65,77, 3,67,70,0,12,1915,1915,TSRA RA,0,M,0.0,0.05,29.14,29.85,6.4,20,7.9
2008-07-30,1,89,72,81, 7,65,70,0,16,1914,1914, ,0,M,0.0,0.00,29.04,29.75,7.8,27,8.6
2008-07-31,1,89,72,81, 7,67,70,0,16,1913,1913,RA BR,0,M,0.0,0.14,29.06,29.76,4.9,27,5.8
2008-08-01,1,89,68,79, 6,68,72,0,14,1911,1911,RA,0,M,0.0,1.05,29.09,29.79,3.1,31,5.7
2008-08-02,1,81,65,73, 0,59,65,0,8,1910,1910, ,0,M,0.0,0.00,29.24,29.93,8.4,3,9.2
2008-08-03,1,84,61,73, 0,61,66,0,8,1909,1909, ,0,M,0.0,0.00,29.24,29.96,5.3,18,6.0
2008-08-04,1,87,70,79, 6,68,70,0,14,1908,1908,TS TSRA RA BR,0,M,  T,2.43,29.18,29.9,3.1,18,9.0
2008-08-05,1,87,69,78, 5,67,71,0,13,1907,1907,HZ,0,M,0.0,0.00,29.24,29.93,6.2,31,7.4
2008-08-06,1,84,67,76, 3,60,66,0,11,1906,1906, ,0,M,0.0,0.00,29.29,30.0,6.8,30,8.1
2008-08-07,1,82,64,73, 0,56,63,0,8,1904,1904, ,0,M,0.0,0.00,29.26,29.98,7.8,34,9.4
2008-08-08,1,79,63,71,-2,54,61,0,6,1903,1903, ,0,M,0.0,0.00,29.29,30.01,4.5,2,7.4
2008-08-09,1,80,62,71,-2,58,62,0,6,1902,1902, ,0,M,0.0,  T,29.2,29.92,2.6,31,9.0
2008-08-10,1,74,58,66,-7,52,58,0,1,1900,1900, ,0,M,0.0,0.00,29.31,30.02,8.4,2,9.0
2008-08-11,1,77,59,68,-5,57,61,0,3,1859,1859, ,0,M,0.0,0.00,29.3,30.02,3.9,5,6.3
2008-08-12,1,77,61,69,-4,57,62,0,4,1858,1858, ,0,M,0.0,0.00,29.17,29.9,3.3,10,3.8
2008-08-13,1,79,66,73, 0,59,63,0,8,1856,1856,RA,0,M,0.0,0.06,29.11,29.84,3.0,7,4.6
2008-08-14,1,79,63,71,-1,60,64,0,6,1855,1855,BR HZ,0,M,0.0,0.00,29.23,29.93,7.3,3,7.9
2008-08-15,1,78,61,70,-2,54,61,0,5,1854,1854, ,0,M,0.0,0.00,29.44,30.13,6.9,3,7.9
2008-08-16,1,83,58,71,-1,53,61,0,6,1852,1852, ,0,M,0.0,0.00,29.4,30.13,5.7,29,6.5
2008-08-17,1,84,63,74, 2,60,65,0,9,1851,1851, ,0,M,0.0,0.00,29.28,30.01,7.9,26,8.0
2008-08-18,1,85,65,75, 3,57,64,0,10,1849,1849, ,0,M,0.0,0.00,29.26,29.98,7.2,27,7.4
2008-08-19,1,82,63,73, 2,64,67,0,8,1848,1848, ,0,M,0.0,0.00,29.38,30.08,5.9,4,6.7
2008-08-20,1,81,65,73, 2,60,65,0,8,1846,1846, ,0,M,0.0,0.00,29.4,30.12,6.0,9,7.4
2008-08-21,1,82,68,75, 4,61,66,0,10,1845,1845,RA,0,M,0.0,  T,29.31,30.03,6.5,15,8.4
2008-08-22,1,83,72,78, 7,68,71,0,13,1843,1843,TSRA BR HZ,0,M,0.0,0.09,29.32,30.03,12.7,19,12.8
2008-08-23,1,87,68,78, 7,66,70,0,13,1842,1842,BR,0,M,0.0,0.00,29.31,30.02,7.6,25,9.4
2008-08-24,1,77,63,70,-1,57,62,0,5,1840,1840, ,0,M,0.0,0.00,29.34,30.05,7.7,3,9.7
2008-08-25,1,74,64,69,-1,54,60,0,4,1839,1839, ,0,M,0.0,0.00,29.36,30.08,11.1,5,11.4
2008-08-26,1,76,61,69,-1,54,60,0,4,1837,1837, ,0,M,0.0,0.00,29.29,30.03,7.7,7,8.4
2008-08-27,1,83,61,72, 2,56,63,0,7,1835,1835, ,0,M,0.0,0.00,29.2,29.93,4.6,7,5.9
2008-08-28,1,80,63,72, 2,64,67,0,7,1834,1834,RA BR,0,M,0.0,0.06,29.1,29.82,5.7,19,6.7
2008-08-29,1,85,64,75, 5,58,65,0,10,1832,1832,RA BR,0,M,0.0,0.04,29.24,29.93,3.5,35,6.5
2008-08-30,1,87,56,72, 2,55,62,0,7,1831,1831, ,0,M,0.0,0.00,29.39,30.09,2.6,24,3.8
2008-08-31,1,90,60,75, 6,56,64,0,10,1829,1829, ,0,M,0.0,0.00,29.41,30.13,4.8,13,5.4
2008-09-01,1,90,62,76, 8,54,63,0,11,1827,1827, ,0,M,0.0,0.00,29.37,30.09,7.0,14,7.7
2008-09-02,1,94,65,80,12,61,68,0,15,1826,1826,TS,0,M,0.0,0.00,29.31,30.02,3.2,21,4.4
2008-09-03,1,77,66,72, 4,60,64,0,7,1824,1824,TSRA,0,M,0.0,0.02,29.31,30.02,9.8,1,10.4
2008-09-04,1,67,61,64,-4,61,62,1,0,1822,1822,RA BR,0,M,0.0,2.90,29.08,29.82,11.6,3,12.4
2008-09-05,1,70,57,64,-3,56,59,1,0,1821,1821, ,0,M,0.0,0.00,29.22,29.93,5.9,34,6.9
2008-09-06,1,74,53,64,-3,54,58,1,0,1819,1819,BR,0,M,0.0,0.01,29.28,29.98,4.9,27,5.3
2008-09-07,1,74,55,65,-2,51,57,0,0,1817,1817, ,0,M,0.0,0.00,29.35,30.06,6.4,26,6.6
2008-09-08,1,67,52,60,-6,52,55,5,0,1815,1815,RA BR,0,M,0.0,1.23,29.41,30.11,4.6,34,6.2
2008-09-09,1,69,49,59,-7,45,52,6,0,1814,1814, ,0,M,0.0,0.00,29.45,30.17,3.9,36,6.4
2008-09-10,1,72,48,60,-6,48,54,5,0,1812,1812, ,0,M,0.0,0.00,29.47,30.21,4.3,14,5.1
2008-09-11,1,79,55,67, 2,57,61,0,2,1810,1810,RA BR,0,M,0.0,  T,29.33,30.08,8.9,18,9.8
2008-09-12,1,73,69,71, 6,67,68,0,6,1809,1809,RA DZ BR,0,M,0.0,0.37,29.22,29.96,6.0,22,6.8
2008-09-13,1,75,68,72, 7,69,70,0,7,1807,1807,RA BR,0,M,0.0,6.64,28.97,29.71,6.4,21,9.1
2008-09-14,1,72,58,65, 1,61,62,0,0,1805,1805,RA BR,0,M,0.0,1.44,28.97,29.67,7.7,31,10.1
2008-09-15,1,63,53,58,-6,51,55,7,0,1803,1803, ,0,M,0.0,  T,29.41,30.1,5.7,34,6.1
2008-09-16,1,71,49,60,-4,50,55,5,0,1760,1760, ,0,M,0.0,0.00,29.47,30.19,5.3,23,5.8
2008-09-17,1,82,57,70, 6,56,60,0,5,1758,1758, ,0,M,0.0,0.00,29.46,30.18,2.1,29,7.0
2008-09-18,1,74,56,65, 1,55,60,0,0,1756,1756, ,0,M,0.0,0.00,29.56,30.28,6.1,9,7.2
2008-09-19,1,77,54,66, 3,54,59,0,1,1755,1755, ,0,M,0.0,0.00,29.47,30.2,5.8,19,6.0
2008-09-20,1,82,56,69, 7,57,61,0,4,1753,1753, ,0,M,0.0,0.00,29.46,30.17,1.7,16,2.9
2008-09-21,1,80,58,69, 7,61,64,0,4,1751,1751,FG+ BR HZ,0,M,0.0,0.00,29.55,30.26,3.8,5,4.2
2008-09-22,1,81,61,71, 9,59,64,0,6,1749,1749,BR HZ,0,M,0.0,0.00,29.59,30.31,6.9,11,8.0
2008-09-23,1,82,59,71,10,57,62,0,6,1748,1748, ,0,M,0.0,0.00,29.56,30.29,7.0,15,7.7
2008-09-24,1,82,57,70, 9,59,63,0,5,1746,1746,TS TSRA BR HZ,0,M,0.0,0.20,29.54,30.27,2.6,23,4.6
2008-09-25,1,77,63,70, 9,61,64,0,5,1744,1744,BR HZ,0,M,0.0,0.00,29.54,30.27,6.9,4,7.5
2008-09-26,1,79,59,69, 9,55,60,0,4,1742,1742,BR,0,M,0.0,0.00,29.42,30.16,3.0,6,4.3
2008-09-27,1,81,53,67, 7,54,60,0,2,1741,1741,BR,0,M,0.0,0.00,29.33,30.06,1.0,3,2.7
2008-09-28,1,68,57,63, 4,57,60,2,0,1739,1739, ,0,M,0.0,0.00,29.41,30.13,7.2,4,7.8
2008-09-29,1,64,54,59, 0,55,57,6,0,1737,1737,RA BR,0,M,0.0,0.82,29.26,30.0,3.5,33,4.8
2008-09-30,1,59,48,54,-5,44,49,11,0,1735,1735, ,0,M,0.0,0.00,29.21,29.95,11.4,31,11.5
2008-10-01,1,61,46,54,-4,40,47,11,0,1734,1734, ,0,M,0.0,0.00,29.24,29.97,11.2,33,11.1
2008-10-02,1,61,42,52,-6,40,47,13,0,1732,1732, ,0,M,0.0,0.00,29.18,29.91,8.7,28,9.2
2008-10-03,1,60,44,52,-5,42,47,13,0,1730,1730,RA,0,M,0.0,0.01,29.34,30.05,6.5,3,7.7
2008-10-04,1,61,38,50,-7,38,45,15,0,1729,1729, ,0,M,0.0,0.00,29.51,30.23,3.2,11,4.4
2008-10-05,1,61,41,51,-6,43,48,14,0,1727,1727,RA,0,M,0.0,0.06,29.51,30.25,5.6,11,6.6
2008-10-06,1,69,54,62, 6,47,54,3,0,1725,1725, ,0,M,0.0,0.00,29.49,30.23,10.5,11,10.7
2008-10-07,1,63,56,60, 4,52,56,5,0,1724,1724,RA BR,0,M,0.0,0.80,29.24,30.01,10.3,13,11.3
2008-10-08,1,64,50,57, 1,51,54,8,0,1722,1722,RA BR,0,M,0.0,0.19,29.13,29.85,7.5,26,8.1
2008-10-09,1,69,47,58, 3,38,49,7,0,1720,1720, ,0,M,0.0,0.00,29.36,30.05,5.5,29,5.8
2008-10-10,1,72,42,57, 2,42,50,8,0,1719,1719, ,0,M,0.0,0.00,29.47,30.18,4.8,11,6.7
2008-10-11,1,79,51,65,11,50,57,0,0,1717,1717, ,0,M,0.0,0.00,29.52,30.24,4.2,14,5.0
2008-10-12,1,84,57,71,17,56,61,0,6,1715,1715,BR,0,M,0.0,0.00,29.55,30.27,4.3,15,5.1
2008-10-13,1,77,61,69,16,58,63,0,4,1714,1714, ,0,M,0.0,0.00,29.47,30.21,7.7,20,8.1
2008-10-14,1,69,53,61, 8,43,51,4,0,1712,1712,RA,0,M,0.0,  T,29.49,30.22,2.0,30,6.8
2008-10-15,1,63,47,55, 2,50,53,10,0,1711,1711,RA BR,0,M,0.0,0.30,29.34,30.06,4.2,32,6.3
2008-10-16,1,59,43,51,-1,38,44,14,0,1709,1709, ,0,M,0.0,0.00,29.52,30.25,6.1,35,7.5
2008-10-17,1,57,43,50,-2,39,44,15,0,1707,1707, ,0,M,0.0,0.00,29.53,30.26,6.2,36,7.2
2008-10-18,1,60,43,52, 1,40,45,13,0,1706,1706,RA BR,0,M,0.0,0.05,29.58,30.32,2.1,7,6.1
2008-10-19,1,62,40,51, 0,37,45,14,0,1704,1704, ,0,M,0.0,0.00,29.49,30.24,12.0,19,12.4
2008-10-20,1,55,43,49,-1,42,46,16,0,1703,1703,RA BR,0,M,0.0,0.18,29.48,30.21,4.0,31,7.6
2008-10-21,1,55,38,47,-3,35,42,18,0,1701,1701, ,0,M,0.0,0.00,29.64,30.37,7.1,2,8.7
2008-10-22,1,52,35,44,-6,30,40,21,0,1660,1660, ,0,M,0.0,0.00,29.65,30.39,12.1,12,13.1
2008-10-23,1,58,41,50, 1,36,44,15,0,1658,1658,RA,0,M,0.0,0.16,29.5,30.27,11.5,12,11.8
2008-10-24,1,54,44,49, 0,44,47,16,0,1657,1657,TSRA RA BR,0,M,0.0,0.32,29.18,29.96,5.3,19,6.1
2008-10-25,1,53,43,48, 0,40,44,17,0,1656,1656,RA DZ BR,0,M,0.0,  T,29.02,29.77,11.9,22,12.3
2008-10-26,1,56,37,47,-1,32,41,18,0,1654,1654,RA,0,M,  T,  T,29.1,29.8,17.2,27,17.8
2008-10-27,1,47,33,40,-8,27,35,25,0,1653,1653, ,0,M,  T,  T,29.51,30.2,13.7,31,14.4
2008-10-28,1,45,31,38,-9,23,33,27,0,1651,1651, ,0,M,0.0,0.00,29.54,30.29,10.5,30,10.9
2008-10-29,1,51,32,42,-5,24,34,23,0,1650,1650, ,0,M,0.0,0.00,29.47,30.21,3.7,32,6.2
2008-10-30,1,62,31,47, 1,32,41,18,0,1649,1649, ,0,M,0.0,0.00,29.57,30.31,10.5,19,10.4
2008-10-31,1,70,48,59,13,46,51,6,0,1647,1647, ,0,M,0.0,0.00,29.57,30.3,5.7,22,7.4
2009-05-01,1,60,46,53, 0,40,47,12,0,1849,1849,RA,0,M,0.0,0.02,29.26,29.98,8.4,29,8.5
2009-05-02,1,66,44,55, 1,33,45,10,0,1850,1850, ,0,M,0.0,0.00,29.21,29.94,8.8,26,9.2
2009-05-03,1,70,43,57, 3,34,47,8,0,1851,1851, ,0,M,0.0,0.00,29.19,29.92,3.9,26,4.9
2009-05-04,1,70,43,57, 3,34,47,8,0,1852,1852, ,0,M,0.0,0.00,29.31,30.02,6.5,9,7.6
2009-05-05,1,71,49,60, 5,40,50,5,0,1853,1853, ,0,M,0.0,0.00,29.22,29.95,5.5,13,6.0
2009-05-06,1,75,51,63, 8,51,55,2,0,1855,1855,RA BR,0,M,0.0,0.67,29.05,29.79,6.5,19,8.1
2009-05-07,1,77,56,67,12,52,57,0,2,1856,1856,RA BR HZ,0,M,0.0,0.19,29.01,29.73,8.5,25,10.3
2009-05-08,1,77,53,65, 9,53,58,0,0,1857,1857,TSRA RA,0,M,0.0,0.02,28.94,29.68,4.9,21,6.0
2009-05-09,1,63,46,55,-1,44,48,10,0,1858,1858, ,0,M,0.0,  T,29.19,29.87,6.8,29,11.8
2009-05-10,1,67,40,54,-2,39,46,11,0,1859,1859, ,0,M,0.0,0.00,29.41,30.11,4.7,30,8.4
2009-05-11,1,61,39,50,-7,35,44,15,0,1860,1860, ,0,M,0.0,0.00,29.47,30.2,0.7,8,4.6
2009-05-12,1,71,39,55,-2,34,47,10,0,1901,1901, ,0,M,0.0,0.00,29.38,30.13,9.5,16,9.6
2009-05-13,1,70,53,62, 4,56,58,3,0,1902,1902,TSRA RA BR,0,M,0.0,0.55,29.01,29.76,14.4,19,16.4
2009-05-14,1,68,53,61, 3,44,52,4,0,1903,1903, ,0,M,0.0,0.00,29.31,30.0,10.5,27,10.7
2009-05-15,1,61,52,57,-1,51,54,8,0,1904,1904,RA BR,0,M,0.0,0.39,29.28,30.0,6.0,16,8.8
2009-05-16,1,62,45,54,-5,40,49,11,0,1905,1905,BR,0,M,0.0,0.00,29.36,30.05,11.0,29,12.5
2009-05-17,1,63,39,51,-8,27,42,14,0,1906,1906, ,0,M,0.0,0.00,29.6,30.32,0.2,33,6.2
2009-05-18,1,66,40,53,-7,33,45,12,0,1907,1907, ,0,M,0.0,  T,29.54,30.29,9.6,19,9.9
2009-05-19,1,80,52,66, 6,44,55,0,1,1908,1908, ,0,M,0.0,0.00,29.48,30.21,13.5,21,13.8
2009-05-20,1,84,61,73,12,44,57,0,8,1909,1909, ,0,M,0.0,0.00,29.4,30.13,14.4,20,14.6
2009-05-21,1,84,60,72,11,49,59,0,7,1910,1910, ,0,M,0.0,0.00,29.38,30.09,7.8,23,12.8
2009-05-22,1,69,53,61, 0,46,53,4,0,1911,1911, ,0,M,0.0,0.00,29.46,30.18,10.4,4,10.7
2009-05-23,1,80,50,65, 4,50,57,0,0,1912,1912, ,0,M,0.0,0.00,29.33,30.06,4.5,7,5.7
2009-05-24,1,71,55,63, 1,46,53,2,0,1913,1913, ,0,M,0.0,0.00,29.34,30.07,10.4,4,11.0
2009-05-25,1,67,54,61,-1,43,51,4,0,1914,1914,RA DZ,0,M,0.0,0.04,29.28,30.02,10.3,6,10.8
2009-05-26,1,74,53,64, 2,51,55,1,0,1915,1915,TSRA RA BR,0,M,0.0,1.73,29.08,29.82,7.5,5,7.8
2009-05-27,1,73,55,64, 2,58,60,1,0,1916,1916,DZ BR HZ,0,M,0.0,0.02,28.95,29.68,3.6,24,7.2
2009-05-28,1,62,54,58,-5,51,54,7,0,1916,1916, ,0,M,0.0,0.00,29.06,29.76,6.8,30,8.1
2009-05-29,1,74,50,62,-2,49,55,3,0,1917,1917, ,0,M,0.0,  T,29.17,29.88,2.7,32,6.9
2009-05-30,1,79,50,65, 1,46,54,0,0,1918,1918,RA,0,M,0.0,  T,29.09,29.81,2.9,27,6.8
2009-05-31,1,73,45,59,-5,41,50,6,0,1919,1919, ,0,M,0.0,0.00,29.21,29.94,2.7,10,4.6
2009-06-01,1,78,51,65, 1,53,57,0,0,1920,1920,TSRA RA,0,M,0.0,0.44,29.19,29.89,1.2,34,11.1
2009-06-02,1,60,48,54,-10,46,50,11,0,1920,1920,RA BR,0,M,0.0,0.12,29.36,30.09,7.4,3,8.0
2009-06-03,1,61,43,52,-12,39,46,13,0,1921,1921, ,0,M,0.0,0.00,29.42,30.15,10.5,4,10.7
2009-06-04,1,68,42,55,-9,37,48,10,0,1922,1922, ,0,M,0.0,0.00,29.31,30.05,4.7,4,5.9
2009-06-05,1,79,44,62,-3,44,54,3,0,1923,1923, ,0,M,0.0,0.00,29.18,29.91,5.8,26,6.7
2009-06-06,1,63,51,57,-9,45,50,8,0,1923,1923, ,0,M,0.0,0.02,29.2,29.93,6.2,5,7.7
2009-06-07,1,73,52,63,-3,53,57,2,0,1924,1924,BR,0,M,0.0,0.04,29.14,29.87,2.7,8,6.9
2009-06-08,1,80,52,66, 0,60,63,0,1,1925,1925,TSRA RA BR,0,M,0.0,0.45,29.06,29.77,5.9,24,9.2
2009-06-09,1,67,55,61,-5,53,56,4,0,1925,1925,DZ BR,0,M,0.0,  T,29.23,29.94,4.0,6,6.3
2009-06-10,1,67,54,61,-6,49,53,4,0,1926,1926,RA,0,M,0.0,0.01,29.15,29.89,8.0,5,8.7
2009-06-11,1,64,53,59,-8,51,54,6,0,1926,1926,RA HZ,0,M,0.0,0.01,29.11,29.83,10.2,3,10.3
2009-06-12,1,74,49,62,-6,49,55,3,0,1927,1927,RA,0,M,0.0,  T,29.24,29.95,4.4,7,5.8
2009-06-13,1,68,54,61,-7,51,55,4,0,1927,1927,RA BR,0,M,0.0,0.33,29.28,30.0,5.9,5,6.7
2009-06-14,1,77,51,64,-4,48,57,1,0,1928,1928, ,0,M,0.0,0.00,29.29,30.01,4.5,4,4.7
2009-06-15,1,81,53,67,-1,49,58,0,2,1928,1928, ,0,M,0.0,0.00,29.28,30.01,5.5,9,6.4
2009-06-16,1,71,59,65,-4,55,60,0,0,1929,1929,RA BR,0,M,0.0,1.23,29.15,29.89,11.2,10,11.8
2009-06-17,1,71,61,66,-3,59,62,0,1,1929,1929,BR HZ,0,M,0.0,0.00,29.16,29.88,3.0,36,6.2
2009-06-19,1,86,65,76, 6,67,69,0,11,1930,1930,TS TSRA BR,0,M,0.0,3.97,28.97,29.7,7.2,18,11.6
2009-06-20,1,87,68,78, 8,65,70,0,13,1930,1930, ,0,M,0.0,0.00,29.08,29.76,8.3,29,8.6
2009-06-21,1,84,70,77, 7,63,68,0,12,1930,1930, ,0,M,0.0,0.01,29.12,29.82,2.8,7,3.9
2009-06-22,1,89,68,79, 9,67,71,0,14,1931,1931,TSRA RA,0,M,0.0,0.09,29.09,29.79,4.0,11,5.6
